Sentence,New
조센징들의 삼성충성도는 대단하지ㅋㅋ,분노
애플아 걱정마 메갈리아라고 우리나라 집단이 있는데 아이폰 진짜 좋아해,중립
당연히 검소해야지.. 본인 히트곡도 없이 남의 히트곡으로 콘서트며 행사며 다니면서 돈버는게 떵떵거리며 살면 쓰것냐?,중립
테임주 데려가라 테임즈줄게,중립
BGM과 영화내용의 조합이 끝내주는 영화,중립
비닐푸대 하나만 있으면 썰매장이네,중립
멕시코에서 대규모 폭동 예상한다,중립
아~~그래서 나한테 호감갖는 남자는 많지만 잘 사귀어지지는 않는 모양이군.,중립
정의와 불의의 전쟁이구마,중립
오후에 먼지 없다해서 나갔는뎁...,중립
저렇게 돈 받는 사람들도 첨에 돈 받기전에 다른 사람들과 별 다른거 없이 똑같이 생각 했겠지돈 받은 후 전 이랑 사람은 다르다,중립
있어도 안터지는걸 새로 만들면 뭐하냐,중립
특이점..특이점이.. 기본소득시대의.. 유토피아가.. 온다 .. 빠르게 대체시키는게 .. 승리자다,중립
이슬람계 이민자들이 하는 짓을 보고도 이런말을 할 수 있는 한국인들이 신기하네요^^,중립
비왔다는중부지방은어디어요?,중립
용서 받고 싶거든 한국사능력검정시험 고급(1급) 따서 SNS에 인증하고 사과문 다시 올려라.,중립
"좋은 동생, 후배 로는~ 충분히 좋아해주고 아껴주고 할듯~~",중립
내년엔 메쟈에서 보겠네요,중립
속초는 지금 잔치집이랍니다,중립
보고하면 이해는 한다고 하나요?,중립
이왕 리콜한번했던거 노트7쓰는사람 계속쓰다가 노트8로바까주라...,중립
팬은 아니여도 흐믓해보이고 행복해보이는게 보여서 보는사람도 좋아보인다,중립
이제 빙하기가 도래할 시기인듯 하네. 갑자기 얼음이 사라지면 문제가 발생하기 되는데,중립
이런 것이 기사다.,중립
일단 틀딱들 전부 가스실에 넣고 없애지 않는이상 한국에선 불가능한소리임,분노
코큰 아저씨 들어가십니다,중립
대신 삼성은 부품을 팔아서 이득을..,중립
소라넷이 없어져서 그런가?,중립
is때문에 터키정부 편을 들어줬던건가..,중립
요즘 아는사람 별로없음.,중립
"2016년에 포텐 터진 오재일,김재환,박건우 선수가 성적이 유지 되느냐가 중요할듯.",중립
거품황제 ㅋㅋㅋㅋㅋ,행복
사람만나다보면 헤어질수도 있지 뭐,중립
노트6 아님?????,중립
우린 뭐 알아도 안할거잖아?!,중립
김경숙 너~~~~이번에는 어떻게 나오는지 보자,중립
국민공영방송을 바꿔야할듯,중립
이 분 스릴러작가로는 원탑이 아닐까 싶음.,중립
땅콩 사건이 떠오른다,중립
울나라에서 생존할려면 과학은 절대 하지말라고 교수님이 말씀하셨지,중립
왠지 쌩뚱맞게 인디언스 우승할꺼 같다,중립
제 네비는 순정네비라 스뫗트폰으로 튀맵보는게 더 정확하고 편하던데..,중립
동전 넣고 실력으로 승부한 오락실 게임은 정말 정직한 게임이었다.,중립
자 이제 취업을 고민해야지?,중립
문학인들은 겁나 안꾸밈 꾸미는 사람들을 거의 못본듯,중립
하여튼 애플이 뭐 그렇지.,중립
쩍빠리 쉐키들이 이런것종 배워야 할텐데..,분노
기춘아 죽을 때 콩밥 한 숟갈은 괜찮잖아?,분노
다른 프로리그에서의 기록은 인정안하면서 왜 경력은 포함시키는거지??,중립
두말할게 뭐가있어 ㅋㅋ 아이폰이요,중립
닭도리찜하면 되것네,중립
가을태풍이 더 쎔 약하지 않음,중립
낙선1순위다.,중립
미국 프로야구 초창기 외모? 아무튼 운동 잘하게 생기진 않은 거 같다.,중립
남자친구가 음악매니아 인데 집에서 커피마시며 음악틀어주는데 휴대폰으로 다 듣지 않나요?,중립
다 없애고 가야한다,중립
돼지때가 몰려올 기사입니다,중립
올가가 어느회사인지요?,중립
이나라는 왜 국민투표가 없냐?,중립
삼성이 화질에선 LG못이긴다,중립
설민석 박명수랑 동갑,중립
영애 친구 돌아이랑 너무 닮았음,중립
어쨌든 못구할것같은데,중립
대구 스타디움 쇼핑몰 칼라스퀘어 본부장님 대한민국 국민 모두는 개개인이 하나의 열쇠를 쥐고 있나요?,중립
바보야! 주인은 국민이야! 이제 알겠냐?,분노
구자욱도 fa되면 삼성 탈출하겠지?,중립
너는 올림픽에서 넣었어야 했어 골을,중립
어르신 실버 요금제로는 안되는 건가?,중립
일본에서는 활동하고 있는 배우입니다..,중립
이거 순금으로 상품화 하기까지 300억 이상 들어갈껄요~,중립
나오든 못나오든 아스날이 이깁니다,중립
족벌 재벌 법대로 처리.공무원 .귀족노조 법대로 처리.,중립
블박 직접보면 생각이 달라짐.,중립
저들이 화성최초주민들이란건가??,중립
이제 끝 랭킹 내려가도 타격에 안된다는걸 알아서 끝난듯,중립
근데 환생해서도 얼굴이 똑같은사람은 백년에 한두명이라면서 벌써 5명이나 나옴ㅋㅋ,중립
로봇팔로 스타이기면 정말 소오름 돋을듯,중립
응 울지말고 얘기해봐,중립
나머지 문고리도 다잡아드려야지,중립
트리플 나인..현실판..,중립
흉노족 흉기족 전기족 누가 승리할까?,중립
공이 앞에서 형성되고 투구폼이 독특..,중립
이제 또 누구누구가 나와서 미래 대세는 AR이라며 포케몬 언급하겠지,중립
비지니스부부라 절대이혼안한다.,중립
저렇게 넓히고 칸막이 세우면 됨,중립
3세계 사람들은 자원만 털리다 끝나겄네,중립
그럼 계속진화한다면 원숭이는 사라져야했던거아닌가,중립
한시적 최순실 물고문 특별법 제정 해라,중립
어떤 나라랑 다르다,중립
라이터를 던졌는데 불이 붙는다고???,중립
그냥 적게 먹고 운동하는 게 답,중립
안돼 돌아가 넘치는게 섹시스타야,중립
멋지게 해내시고..국회에서 뵙시다.,중립
선수 팔아먹은 돈은 어디다 쓰는거야.,분노
AV시장에서 러브콜할듯,중립
그럼 이제 다컷으니 안녕~~,중립
공무원이 사람 안붐빌때 놀기위한 정책,중립
답이 딱딱 나오는게 훈련받은듯,중립
트럼프면 중국이 공조 안하면 같이 조짐,중립
솔직히 이렇게 민폐끼치고 위험성 뛰어난 게임은 나라차원에서 막아야하는거 아닌가,중립
우리집에서 키우는 애들이네,중립
우리나라는 상상도 못하지,중립
오빠가 하루에 5만원씩 줄테니까 오빠집에서 밥하고 청소할래?,중립
불쌍해보이긴하지만다저스가 더이상 기회안줄듯,중립
뇌물주고 이것저것 하는돈으로 공부를 시키지 그랬냐,중립
장자연 사건때 여성부 여성단체 뭐했냐,중립
조직스토킹 범죄자들이랑 다를게없네,중립
내란죄는 이런걸 말하는것같다,중립
마지막 소원 함 풀어보자 대호야!!!,중립
사건의 중심이 롯데아이가!?!?,중립
중국입김이 있었구만......,중립
충전하는 중 아니라도 폭발하는거 다들 아는데 좀 다각도로 봅시다.,중립
이런것은 외형적으로하고 엄밀하게 어느날 갑자기 통일하는게 우리 최고의승리다 !!,중립
콜라보하는건데 왜 웃겨야됨..?,중립
일본 관료와 일반 국민의 차이는 하늘과 땅차이 입니다.,중립
내감정이 어떤지 보여줄까?,중립
"인생 종 친 사람들이 하는게 포켓몬 아닌가, 아들아, 너는 인생을 바르게 살아라",중립
얼마나 떳떳하지 못하면 도망을다니냐,중립
아~너도 승마하니?,중립
아이돌이 대상받은거네,중립
인터넷 최강폰 엘쥐네.,중립
역시 사업가출신이라 사람을 길들이는법을 아네,중립
국내게임 말고 스팀으로 넘어가자,중립
마에다 5 6이닝 던질정도는 됬는데,중립
그때 국민들은 이정희를 빨갱이 취급했지 ㅋㅋ,분노
사장윤종신보다 낮네,중립
보통이런 여자들이 박보검을 좋아하지,중립
예상하지마. 그냥 모르겠다그래.,중립
고치에서 돈받은거 있나 조사해봐라,중립
지금 수비가 취약해서 수비 보강되면 파뿌리 출전한다.,중립
음~~알파고를 이길사람은 나뿐이군...ㅋ,중립
최소 180만 달러 이상은 줘야 되겠네,중립
군대사건은 감쪽같이 없어졌네,중립
난 주군의태양 생각나던데 ㅋ,중립
기자가 성근옹 안티구만요. ㅋ,중립
내일 밤 고속버스 타고 광주 내려갈 때 입으려는거 같은데.,중립
쓰레기는 소각장에,중립
리퍼트같은 외국인 투수 2명,중립
결혼안해도 상관없는데 병역의무는 같이햇음 좋겟다,중립
연기자들 제작진들 넘나 바쁜거 알지만 도깨비 목소리로 도깨비ost듣고 싶은 욕심이 생기는구나....,중립
맹구들 또 노잼 크로스로 전봇대 맞추기 플레이 시전하려고???,분노
부모 자식들이 보고 있다... 본인 인생은 잘못 살아도 자식한테는 부끄럽지 말아라,중립
어차피 실패하고 복귀해도 100억보장되는데,중립
맨유가 1위 였던건 맨시티를 안만나서 였지 ㅋ,중립
2년안된 자동차가 많을까요?,중립
두팀 팬 아니고 중립입장에서 지금 장면만 보면 심판이 잘본거같운데,중립
진짜 이러다 이슬람 말살정책하나 나오겠다..,중립
박보검보단 류준열이 더잼있지~,중립
그냥 전동스쿠터 타고 댕겨야하나....,중립
몇분 일찍 갈려고 하다가 저세상 갈수도 있어요..모두 안전운전 하십시다.,중립
7주동안 열심히 일본예능 표절해서 웃음대박 만들어주세요,중립
ㅋㅋ.. 보니 삼성이 디자인은 침해했다는 게 맞네 ㅋㅋ 에휴,분노
엘지의 g6가 89만원 한다는데 s8은 98만원 받겠지.,중립
내일 베트남간다고 티켓끊었다고 뉴스에 나왔는데?,중립
내가 그런 듯 한데.....,중립
모두 다 유재석이 휩쓸거다라고 전해라~,중립
얼굴에 답이 있지 기럭지하며,중립
실제구매하고 완재품을사먹는데 전혀 도움이안됨.,분노
"휘발유내리면 해결될문제를..일본봐라..경유차 안산다.가격비슷 소음, 일본 휘발유 리터1000 원판매",중립
적어도 메이 총리는 수첩에 적어서 연설은 안하지..,중립
농기계도 검사해보세요,중립
KBS는 차태현 vs 김종민인데 가늠하기 어렵다,중립
여친 여탕갈때 좀 부탁해야겠다,중립
남편도 먹었겠네 우짜스까잉,중립
심판이 지배한 경기 결과는 보시는 대로.,중립
정권이라도 바뀌면 출산 함 생각해볼려고요,중립
ㅋㅋㅋ 니들은 나이 안 먹을거 같지 ㅋㅋㅋ,중립
그것이 알고 싶다에서 국정원이 세월호의 주인이고 아직도 인양을 미룬다함 .,중립
외국계 통신사애 국내주파수 개방하라,중립
같은 꿈설정이라도 이건 맥락이 달라서 다르게 느껴짐,중립
임창정이 부릅니다. 또 다시 사랑,중립
1년전에 이미 인간계를 뛰어넘은 알파고다,중립
이제 곧 언니 이뻐요라는 개드립이 나올시간이네요^^,중립
ai가 인간위 설려면 스타를 이겨야 한다,중립
근데 메시보단 호날두가 섭외하기 더 쉬울지도 모르는데,중립
Xtm에서 봤던거네,중립
현실은 미국인 60%는 트럼프지지한다,중립
기아 내년엔 홈에서 가을야구하자!,중립
다 늙어서 저러고 싶을까 뭐가 아쉽다고 어차피 디질텐데 겁나 어리석다,분노
조선소 아재들아 그 동안 니네들이 호황해서 몰랐던거고 원래 서민경제 얼어있었다.니네들은 이제서야 판도라의 상자를 연거다~,분노
포켓몬과 싸우려면 우리 고유의 도깨비 1000 마리부터 만들어라,중립
폭력이 안되면 그럼 또깥이 몹쓸짓을 돌려주던가,분노
겜식은 지가 언젠데 이제와서 나오나요??,분노
s8플러스는 모냐 아이폰 따라하냐 노트 는 바로 못만드니 화면만 크게해서 팔려고 하나보네,중립
덥다면서 왜나가냐?,중립
뽀뽀하는 게 아니고 길 물어보는 것 임,중립
성대모사도 재밌고 연기도 잘해서 혼술남녀 챙겨보고있어요^^,중립
팽킹라이킹 생각나네,중립
취소 확정되면 기사써라,중립
한국에 보기드문 뛰어난 정치인,중립
"이 양반은, 과거와 현재 정원의 개인거 같다, 지 소신이 없다.",중립
알바하는 늙은 할매 할배 과거에는 친일파들 있었죠,중립
이준기 아이유 몰아보기가 아니라 이준기 강하늘 몰아보기이지,중립
오늘 교품받은거 터졌다고 증거사진이랑 올라온거 봤는데 계속 터지면 어떻게 감당하려고 계속 파는지 이해가 안되네요..??누가 설명좀..,중립
휴식이구만 휴식이야,중립
이쯤되면 뭐가 답인지 알겠죠?,중립
kbs는 송중기확정이라 노잼 sbs볼꺼임,분노
이딴나라서 저런분은 없음,중립
이젠 진짜 머리채잡고 끌고나올때가 되었나보다,중립
일부러 터칠 생각이었으면 케이스는 벗겼을 듯..,중립
직각스님 둔각스님 예각스님,중립
사람이 수억년이란거자나,중립
예수께서 6천년전 아담을 지으셨습니다,중립
최후의 거짓선동발앜ㅋㅋ,분노
아이폰 껍데기에 삼성하드웨어 엘지베터리를 ios로 구동하면 ..,중립
요즘 피시방 가면 뭐하는데???,중립
한화팬의 감독고민 박종훈이 치료할까,중립
사법부의 정점에 있는분들이 이렇게 쉬는날까지 모일 정도이니 어떤 선택을 하던 사회에 큰 반향을 불러일으키겠네요.,중립
큰돈도 아니니 작은돈이라도 써서 스트레스 풀면 좋지,중립
쉬는 시간에 오답이나 맞추고 있으면 모교로 돌아가서 중간고사 기말고사나 봐야지,중립
애사심을 더욱 키워야 겠다,중립
이럴때일수록 미국을 중심으로 주변국들이 똘똘 뭉쳐서 중국을 압박해야,중립
엘지화학 배터리 써라,중립
정권이 바뀌었으니 싹 다 물갈이하는 게 맞지.,중립
ㅈ도아닌 소통시작하다가 프로그램 노잼된 케이스,분노
국내야구로치면 차우찬정도 되는선수인가요?,중립
팩트와 증거를 제시해야지,중립
한번도 아니고 두번째??,중립
올 무리뉴 에 용병은 주심과 부심이었딘,중립
정준하로 잘못봣네.,중립
집이 제일안전한곳같네.,중립
손정희같은 사람들은 10년앞을 내다보는 안목이 있는것이지,중립
사찰 앞에다 매표소를 설치하면 되잖아,중립
삼성! 보고있나??,중립
몸이 저런데 이미 예상된 결과 아닌가?,중립
김진욱 감독님이면 조범현 감독님이랑 재계약 안한게 납득이 되네,중립
선수들이 커리밑으로 들어오면 강해지고 르브론밑으로 들어가면 약해진다,중립
카타르도 붉은악마 응원에 기죽었는데,중립
폐지하라는 애들은 진짜 안보는지 궁금하다,중립
설마 그게 본인이라고생각하는건 아니겠지,중립
이수만도 나름 냉동 인간인듯,중립
아이스크림 녹여 봐야지,중립
치아는 무사하냐 지금,중립
12월중순쯤 매장에 같이 온걸 봣엇는데 ...쩝ㅋㅋ,중립
오바마행님 표정이 영~안좋네요,중립
감독에 중요성을 느끼게 생겼군..,중립
부산에서 서울올라갑니다. 단디 각오하이소,중립
1위하던 2위하던 레알인데,중립
기상캐스터 얼굴보고 클릭했다...,중립
내년에도 잘 부탁드립니다 -9개 구단 일동-,중립
기부해야 하나보다....지,중립
황재균 계약금30억 4년 연봉14억정도 롯데 94억 계약합의 할거같다.,중립
루니가 상징적인 존재라 갑자기 주전 제외 시키면 문제 생길테니 명분을 만드는거 같음,중립
조신하게있다 무난하게 시집가는 참한 처자같은 느낌이다,중립
대를 위해서는 소가 희생되어야 할 때도 있다.,중립
스티브유는 데리고가려나 ??,중립
아니면 본격적으로 사드외에 미국의 신무기를 한국에 배치해서 중국을 더 압박하든가.,중립
양상문 김경문한테 안되네,중립
저도 했음 쉬움,중립
블루쿠랄은 또 뭐여.,중립
살 빼려고... 지방만 분해되는 약 드시는구먼~,중립
그래도..여친한텐안되네;;;,중립
계란은 신선도 때문에 항공으로 보관실 온도 다맞춰서 수입해서 비쌀수 밖에 없다네요,중립
군대 갔다 왔으면 사랑 받고 좋잖아 경찰로가던지,중립
코딩을 왜배워 대다수는 공무원할거면서 파포 워드 엑셀만 할줄알면돼,중립
저가형 만들어 중국에 융단폭격해라!,분노
추위를 막으려면 외투를 입어야 합니다,중립
어깨 무릎 발 뻐근한디 안마좀,중립
근데 현대에서는 자신이 전생에 누구였는지 무슨짓을 했는지 알면 죽는다는 말도 있던데...,중립
민주당 친문 들도 만만치않은놈들인데 얘들은 어케될려나,중립
치승따라 강남간 경기,중립
영국을 희생양 삼아 유럽을 위시한 세계경제가 발돋음할 기회로군.,중립
"눈에는눈,이에는이로단호하게대처합시다.",중립
그럼 음주운전 인정?,중립
모두들 추운날씨 건강챙기세요?,중립
발화 원인 입 맞춘다 겠지,중립
한예슬이 주인공한다고 기사뜨지않음?,중립
이현승은 꺼지고 홍상삼 부탁한다,분노
미국인의 이기심이 트럼프를 대통령으로 만들것이다.,중립
은행원은 어떻게되는건가요?,중립
또 기다리라고 이제는 사고나면 침착하게 합심해서 나와야한다,중립
"새멤버로 육중완, 김제동, 강남, 이국주, 김슬기 를 추천.",중립
대통령은 이재명!,중립
응 급식들은 다 하고있어,중립
개신교는 사업하는 사람 줄 대느라 간다더라,중립
김기춘 이재만 박근혜 최순실,중립
진짜 내일없이 경기하는듯...,중립
기아에서 백용환 댈구오면 된다,중립
왜 한국에선 안하나요????,중립
차우찬 김광현 사달라고 하겠네 ㅋㅋㅋㅋ,중립
흥민아 이적할때됫다 버릴땐 과감히 버리자,중립
말하는게 어디랑 비슷하네,중립
아랍계 2.3세등등 피가 그쪽이면 국적은 허울뿐 ...,중립
어차피 신인왕은 시거.,중립
아직 누적스텟은 한참 멀었다.,중립
근데 태블릿 입수경위가 쟁점이 되긴하겠네,중립
비싼밥 먹고싶으면 서로 돈 내고 먹음대지,중립
최악의 상황중 그나마 나은 방법이네. 기분은 잡치겠지만,중립
유신시대 그리워하는 이들에게 유신시대수사방식 강추합니다,중립
이참에 단통법 폐지당 만들면 디겄는디,중립
마리텔이 망한 이유를 알것같네ㅋㅋ,분노
전투만 넣었어도 대박인데 포켓몬이 괜히 전세계 rpg판매량 1위가 아니지,중립
디바가 생각난건 나뿐이냐,중립
뒤에 보디가드 일본도 왜 들구 당기는거냐 ??,중립
내 무릎은 괜찮다고 하는데;;;,중립
얼마 받았냐?,중립
너무빨리해서손해보것아니까?,중립
깔려있는게 아니라 그냥 폰 사면 설치도중에 물어보는 거임. 설치여부. 체크 안하면 됨.,중립
일본과의 모든 외교조치 재검토,중립
잘했다는게 아니라 ....저거녹이면 살지않나요?,중립
하느님이 보우하사 우리 나라 만세,중립
지지합니다 김무성 대통령님,중립
정호씨 수빈이가 응원할게요,중립
이분글을 보고 있으면 엑셀을 처음배우던때가 생각이난다,중립
꼭 다른나라가서 못해서 퇴출되서오면 잘하더라~,중립
범죄자 기업 제품은 쓰는거 아닙니다,중립
세계적 망신이네 ㅋㅋㅋ난 오늘 병원갔다가 엄홍길대장님 본것같음;;;,분노
충전할때 충분하게 동의를 구하고 같이밤을 보내야겠네 ㅋㅋㅋ,중립
사람은 외모를 보지요..,중립
우리나라 현정부에서 봐야할영화,중립
보면 볼수록 무당처럼 생겼다,중립
알고보면 모기물린자국,중립
계속 그렇게 춤이나추고 노래나하고 그러면 절대 촛불집회 안무서워합니다.,중립
농협조합장은 조합원들이 투표로뽑는 선출직이면 연봉이 억대입니다.,중립
동갑인 래쉬포드는 맨유 1군에서 날라다니는데 이승우도 정말 제2의 메시라면 최소한 어디 1군에서는 활약하고 있어야 하는거 아니냐,중립
이제 물꼬가 터서 여기저기서 진술이 쏟아질꺼야,중립
가결 확정234표,중립
어 한겨렌데 정부탓이 없네 잘못봤나???????,중립
포그바가 맨유간게 영향이 컷을것같을데,중립
죄를 짓고도 죄인줄 모르니 더 심각한거임,중립
조사내용 전국민에게 공개토록 합시다.,중립
납치한다면 반환없다,중립
어디로 다가셨나요ㅋㅋㅋ,중립
적당히 해먹었어야지 그러니까,중립
이세영의 끝없는 구애끝에 결국엔 이뤄질듯,중립
구하라 손은 놓는게....,중립
몰카 하면 어때,중립
시기도 잘못탔고 처음에야 궁금해서 해보겠지만 하다보면 금방 시들해지겠지,중립
캐리나 마돈나나 비욘세나 뭐 다를거있냐?,중립
한국은 오타니공 두번만나서 거의 치지도 못하는디 뭐..,슬픔
저분들 어느정도의 손실을 감수하고 올라오신거 같은데,중립
최순실허고 엮인놈이 변명하네,분노
70세가 적당하다.,중립
인정 몸은 아가씨 청년 몸일지라도 얼굴은 티가 남,중립
솔직히 트럼프가 입방정만 조심했으면 당선 확실 했다.,중립
방필규대사가 진심 현 있는분들의 진심같아서 씁쓸,중립
케릭터가 없어서 베껴도 국내용 입니다.,중립
소녀시대가 원탑인 듯.,중립
중국반응아는사람잇냐,중립
걍 희철이 하니가 난듯한데 아님말고,중립
황재균 삼성 3루수 봐라.,중립
이분 너무매력있으신듯ㅋㅋㅋㅋㅋㅋ앞으로도 흥하세요!!!!,중립
둘이같이한다니 의외네 ~,중립
이번에도 고은 집앞에 기자 안 가나?,중립
그래서 왜 둥굴 하다는 거야?,중립
지금 나 일본에서 살고있는겨?ㄱㅋㄱㄱㅋㅋㄱㅋ,중립
이게 바로 국력이라는 건가,중립
비가 오긴 했나요?ㅡ ㅡ,중립
공익 미워하지마세요 여러분의 슈퍼맨인 친구들도 있답니다.,중립
더 필요한건 근혜와 순실이 대기업의 불법자금 추징하면 됨,중립
예쁜긴한데 이리 난리 칠 정도는 아닌데 살짝 촌스럽게 이쁘다고 해야 하나~,중립
태양광발전사업은 네이버카페 태양광나라,중립
중국인 중의 1명일뿐이겠다.,중립
정신병이야 정신병원에 강금해라,중립
"한시간 반 걸린다는 올림머리도 못하고 쭈글쭈글 피부에 주사바늘도 못 꽂고,얼마후면 잡티에 주름 자글자글한 얼굴에 머리는 산발한채 죄수복 입고 법정앞에 서야 할텐데,변기는 뭐 어찌어찌 지내다 보면 적응이 되겠지만",중립
한국의 피묻은 딸 이정희,중립
파주에도 경찰서 있나요??,중립
"저승사자, 도깨비, 삼신할멈 관계가 우찌 되는거냠?",중립
이 영화를 보고 119구조대원처럼 사람을 살리기위해서 다른것보다 생명을 더 중요하게 여겨야함을 깨달았어욥!,중립
국민은 지금 세뇌 당하는 중,분노
걍 베가 쓰자 솔직히 고사양 필요없다,중립
이제 사업소로 입고를 안시켜주겠지ㅋ,중립
조의연 새누리에서 국회의원비례대표로 나올꺼니 국민들은 이름을 꼭 기억하시길...,중립
나라 팔아 먹을 기세네,분노
공부는 잘했어도 인성은 바닥인가보네.,분노
무조건 응원합니다!,중립
브랜필 데려오겠네 사오자,중립
하나님의 아들 트럼프를 지지합니다,중립
아버지돈도 순시리와 정윤회한태 빼낀겨,중립
눈치보지 말고 태호형이 결정했으면 !!,중립
지구는 평평하다!!!,중립
히포크라테스에게 한치 부끄러움이 없기를..,중립
정말 의미없는 승리,중립
변기에 앉아서 읽고있당,중립
박지성한테 털리고 손흥민한테 털리고 몇년후엔 이승우한테도 털릴려나,중립
올시즌 최단시간 경기기록이라는데..,중립
로봇이 대신 출근 하는날이오면 로봇세 내야지,중립
이 난리를 피니까 한일군사협정을 하는것이지...모르겠냐?,중립
에어컨보다 전기세가 더비싸다,중립
박지원을 대통령으로,중립
여혐 범죄가 확실합니다.,분노
선풍기를틀어도 더운 날씨군...,중립
뭐가진짜지ㅎㅎㅎㅎㅎㅎ,중립
필리핀 아웃도어!!!....,중립
김흥국 영입할 생각 없는가?,중립
당연한거아냐-,중립
탄핵 반대하면 정치생명 끝,중립
교환한거 다시 환불가능 한가요???,중립
저게 저인간 참모습이다.,중립
"명동, 청계천이 관광코스에 들어 있어 그런가?",중립
배터리제조사에 책임전가.,중립
옵션있어서 85억은 훌쩍 넘길듯ㅋㅋㅋㅋㅋㅋ,중립
여기서 진보 보수를 왜 가르냐?,중립
아줌마 일방통행,중립
여자친구도 이번에 아이폰으로 바꿨음요,중립
2주간 주말에 푹 쉬면서 충전했으니 마지막 집회에는 다시 출동~,중립
130만원이면 아이패드 프로 128기가네,중립
우리도 쓰시마 가자,중립
공장장이 다시 왔으니 개판치는 애들 조심하겠네,중립
해리 포터 아들내미가 주인공으로 8편은 더 내겠네,중립
신민아 살쪘나,중립
기술이 발전할수록 악용하는 수법도 발전하니...,중립
정권 바뀌면 큰일나 적당히 흘려 어쩔수 없어서 얘기했다고 고영태처럼 진실도 섞어서,중립
김진태씨 정계은퇴 언제 할거예요???,중립
삼성은 폭발적으로 팔리는데 애플은 폭발하지 않네요,중립
기사제목보고 수원 화성인줄......,중립
아시아는 갈색이라고 하는데 필핀은 흰색달걀이든데요 확인다시 하기바래요,중립
어차피 발롱은 호날두,중립
음원이 음악적으로 1등이 아니라 인기로 1등인것 같아..,중립
이준은 연기 진짜 어색하게 하던데 나랑 다른영화본 사람들인가,중립
그렇지 하늘에 두개의 태양이 떠있을순 없는법,중립
민폐기는 한데 이거도 안해 저거도 안해 점점 더 단절되는 사회 구조로 가는듯,중립
근데 이사람은 우리나라 사람도 아니자나 거참 외국인인데 우리나라에서 좋은일 많이하네,중립
그래도 미국은 여자라도 말은잘하드라.,중립
없으면 없는데로 살자....,중립
벌금 올립시다,중립
특검이 청와대의 방해 전략을 철저히 봉쇄하고 급속 인도요청.,중립
김무성 유승민 나경원 이혜훈은 이미 배신자로 찍혔으니 나가는 게 낳을 거다,중립
물건 적게 산사람 뒤에 서면됨,중립
연예인 꿈꾸는 학생들이 의외로 현실적인걸수도,중립
일드 전업주부탐정 있음,중립
아니 하면다들재밌게볼꺼면서ㅋㅋㅋㅋㅋ,중립
괜히 또 수압높게해서 방수 안된다고 쑈하지말길,분노
알파고 기계가 상상을 할수 있는가 ?,중립
훈장대신 김재규 열사 처럼 총알장 수여가 필요하다.,중립
이거 해결 안되면 삼성은 큰 위기에 빠질 것은 불보듯 뻔하다,중립
더운건 정말 잘 맞춘다..,중립
여기 서면인데 비 많이 오네요,중립
수능 망쳤다고 곧바로 사회불만자가 되지말고 더욱 노력하라.,중립
신촌 숙박업소 사장님들 소리질러~~~~,중립
노트2 다시 살린다. 노트8 나올때 까지..ㅠ,중립
강원도 인제 1500원인데 이제는 갈일 없지만,중립
우리나라만큼 물류가 저렴하면서도 빨리 돌아가는 나라는 드뭅니다.,중립
유승호 평생 까방권 획득,중립
남주는 이준기 여주는 정인선 어떤가요,중립
이 양반도 프로는 아닌듯..,중립
진정 독립투사같은 모습은 유아인인데,중립
이제 시작일텐데 뭘..,중립
갑자기 댓글 알바부대가 늘어난것같은 느낌이다,중립
나무아미타불....,중립
나이트런많이봤네 역시 딸이름은 시온공주님이지,중립
갱상도 싸나이네ㅋㅋㅋ,중립
두산의 4번타자 이승엽이 되는 순간 대구에서 폭동일어나겠지,중립
이럴때가 한겨울보다 더 춥게 느껴집니다요,중립
인천 눈 마니오는데,중립
리니지 하기도 바쁩니다.,중립
특검에서 삼성 쪼으는건 결국엔 박통을 향해 칼날은 겨누는거.,중립
이제 다들 대통령몰아주기로 선회하나봄,중립
곰새끼들 ㅋㅋㅋ,분노
인류가 자연을 이길수 있는 방법은 파괴하는 것뿐이다,중립
대통령도 나온다고 설치는데 음주운전자가,중립
연기 잘 하는 이유를 알겠음. 기사에 캐릭터 분석한 거 보는데 와 맞아맞아 이러면서 보게 됨,중립
그래도 국내차 살꺼면 현기빼고 답이 없다 가성비가 좋은건 사실이다,중립
토목이나 건축학과 교재는 거의 다 일본 원서 번역한거 아닌가,중립
앞으로 고등어 팔 때 공기청정기 필수적으로끼워팔아야 함.,중립
총맞겠네,중립
무리해서 운행해서 사고나는거보다 좀늦어지지만 안전하게결항이 훨씬낫지 그렇고말고,중립
소미가 뒤로피하더만 각도상은 뭔,중립
캔커피줬으니까 김영란법으로 드론 고소 ㄱㄱ,중립
재청구해서 구속해야 한다특검 응원합니다,중립
유력이면유력이고 후보면후보지 유력후보는머야?? 확정인거같은데,중립
아몰랑. 그냥 부동산에만 올인할꺼얌.,중립
텍사스 추신수 안나온다고 방송도 안하더니 이제서야 방송시작하는건가..,중립
늙으면 힘이 입으로 간다오~~,중립
그럼 전과자 되는거에요?,중립
단서는 편서풍입니다.,중립
경찰이 돌봐준다는 믿음이 있어야 하는데.,중립
전병두. 송창식.권혁 그다음은 누굴려나?,중립
그냥 폰 바꿔준다고 할때 빨리 바꿔요..... 목숨걸고 터지길 기다리면서 다쳐서 소송걸 사람 아니면...,중립
이말도 맞고 저말도 맞음 독과점들 막느것도 중요하지만 투자를 꼬투리잡고 투자를 위축시키는 것도 안되지,중립
